,key,booktitle,crossref,title,year
6337,nsdi/ToliaKAP06,NSDI,nsdi/2006,An Architecture for Internet Data Transfer.,2006
6338,nsdi/VissicchioCPVMP08,INM/WREN,nsdi/2010inm-wren,Beyond the Best: Real-Time Non-Invasive Collection of BGP Messages.,2010
6339,nsdi/LiLY10,NSDI,nsdi/2011,Bootstrapping Accountability in the Internet We Have.,2011
6340,nsdi/0009KSAD14,NSDI,nsdi/2014,Exalt: Empowering Researchers to Evaluate Large-Scale Storage Systems.,2014
6341,nsdi/IyerLS15,NSDI,nsdi/2015,CellIQ : Real-Time Cellular Network Analytics at Scale.,2015
6342,nsdi/FogelFPWGMM15,NSDI,nsdi/2015,A General Approach to Network Configuration Analysis.,2015
6343,nsdi/FonsecaPKSS07,NSDI,nsdi/2007,X-Trace: A Pervasive Network Tracing Framework.,2007
6344,nsdi/DabekLSRKM04,NSDI,nsdi/2004,Designing a DHT for Low Latency and High Throughput.,2004
6345,nsdi/Dawson-HaggertyKTKFKC13,NSDI,nsdi/2013,BOSS: Building Operating System Services.,2013
6346,nsdi/ZhangGLCWX15,NSDI,nsdi/2015,CubicRing: Enabling One-Hop Failure Detection and Recovery for Distributed In-Memory Storage Systems.,2015
6347,nsdi/ChengRSL14,NSDI,nsdi/2014,Catch the Whole Lot in an Action: Rapid Precise Packet Loss Notification in Data Center.,2014
6348,nsdi/KoponenABCCFGGIJLLLPPPRSSSTWYZ14,NSDI,nsdi/2014,Network Virtualization in Multi-tenant Datacenters.,2014
6349,nsdi/HandigolHJMM14,NSDI,nsdi/2014,I Know What Your Packet Did Last Hop: Using Packet Histories to Troubleshoot Networks.,2014
6350,nsdi/AndersonCKZ06,NSDI,nsdi/2006,PCP: Efficient Endpoint Congestion Control.,2006
6351,nsdi/ChenMMM11,Hot-ICE,nsdi/2011hotice,KnowOps: Towards an Embedded Knowledge Base for Network Management and Operations.,2011
6352,nsdi/GeambasuBJB07,NetDB,nsdi/2007netdb,On-Demand View Materialization and Indexing for Network Forensic Analysis.,2007
6353,nsdi/SekarRWZKA08,NSDI,nsdi/2008,cSamp: A System for Network-Wide Flow Monitoring.,2008
6354,nsdi/ViswanathanHMSW10,NSDI,nsdi/2011,A Semantic Framework for Data Analysis in Networked Systems.,2011
6355,nsdi/DixonMABLSB12,NSDI,nsdi/2012,An Operating System for the Home.,2012
6356,nsdi/RyzhykBCJSTV17,NSDI,nsdi/2017,Correct by Construction Networks Using Stepwise Refinement.,2017
6357,nsdi/GummadiBMR09,NSDI,nsdi/2009,Not-a-Bot: Improving Service Availability in the Face of Botnet Attacks.,2009
6358,nsdi/JohnMGK09,NSDI,nsdi/2009,Studying Spamming Botnets Using Botlab.,2009
6359,nsdi/RicciDSGHAZKL07,NSDI,nsdi/2007,The Flexlab Approach to Realistic Evaluation of Networked Systems.,2007
6360,nsdi/DaltonSAAGFRZRD18,NSDI,nsdi/2018,"Andromeda: Performance, Isolation, and Velocity at Scale in Cloud Network Virtualization.",2018
6361,nsdi/RamasamyTPJM11,Hot-ICE,nsdi/2011hotice,Towards Automated Identification of Security Zone Classification in Enterprise Networks.,2011
6362,nsdi/CaoWBAWKI19,NSDI,nsdi/2019,CAUDIT: Continuous Auditing of SSH Servers To Mitigate Brute-Force Attacks.,2019
6363,nsdi/WangYGVZ17,NSDI,nsdi/2017,Splinter: Practical Private Queries on Public Data.,2017
6364,nsdi/LevinDLM09,NSDI,nsdi/2009,TrInc: Small Trusted Hardware for Large Distributed Systems.,2009
6365,nsdi/ArzaniCCZLPLO18,NSDI,nsdi/2018,007: Democratically Finding the Cause of Packet Drops.,2018
6366,nsdi/VasishtKWJCSKSS17,NSDI,nsdi/2017,FarmBeats: An IoT Platform for Data-Driven Agriculture.,2017
6367,nsdi/ChiassonSBO08,UPSEC,nsdi/2008upsec,Centered Discretization with Application to Graphical Passwords.,2008
6368,nsdi/PuLZGS16,NSDI,nsdi/2016,"FairRide: Near-Optimal, Fair Cache Sharing.",2016
6369,nsdi/LevisMGPSWBC04,NSDI,nsdi/2004,The Emergence of Networking Abstractions and Techniques in TinyOS.,2004
6370,nsdi/JuddS05,NSDI,nsdi/2005,Using Emulation to Understand and Improve Wireless Networks and Applications.,2005
6371,nsdi/AbadiL07,NetDB,nsdi/2007netdb,Towards a Declarative Language and System for Secure Networking.,2007
6372,nsdi/PortsLLSK15,NSDI,nsdi/2015,Designing Distributed Systems Using Approximate Synchrony in Data Center Networks.,2015
6373,nsdi/HanADLLMMWAABSS12,NSDI,nsdi/2012,XIA: Efficient Support for Evolvable Internetworking.,2012
6374,nsdi/PopaSVHZB14,NSDI,nsdi/2014,Building Web Applications on Top of Encrypted Data Using Mylar.,2014
6375,nsdi/WuMRW05,NSDI,nsdi/2005,Finding a Needle in a Haystack: Pinpointing Significant BGP Routing Changes in an IP Network.,2005
6376,nsdi/LumezanuBLSB09,NSDI,nsdi/2009,Symbiotic Relationships in Internet Routing Overlays.,2009
6377,nsdi/Judd15,NSDI,nsdi/2015,Attaining the Promise and Avoiding the Pitfalls of TCP in the Datacenter.,2015
6378,nsdi/NiuHC08,UPSEC,nsdi/2008upsec,iPhish: Phishing Vulnerabilities on Consumer Electronics.,2008
6379,nsdi/CullyLMFHW08,NSDI,nsdi/2008,Remus: High Availability via Asynchronous Virtual Machine Replication. (Best Paper),2008
6380,nsdi/PontarelliBBCSB19,NSDI,nsdi/2019,FlowBlaze: Stateful Packet Processing in Hardware.,2019
6381,nsdi/RoySKSW10,NSDI,nsdi/2010,Airavat: Security and Privacy for MapReduce.,2010
6382,nsdi/MislovePDG08,NSDI,nsdi/2008,Ostra: Leveraging Trust to Thwart Unwanted Communication.,2008
6383,nsdi/CroitoruNR15,NSDI,nsdi/2015,Towards Wifi Mobility without Fast Handover.,2015
6384,nsdi/HessarNG19,NSDI,nsdi/2019,NetScatter: Enabling Large-Scale Backscatter Networks.,2019
6385,nsdi/NychisHYSS09,NSDI,nsdi/2009,Enabling MAC Protocol Implementations on Software-Defined Radios.,2009
6386,nsdi/Shu0CGQXCM19,NSDI,nsdi/2019,Direct Universal Access: Making Data Center Resources Available to FPGA.,2019
6387,nsdi/WuYM15,NSDI,nsdi/2015,CosTLO: Cost-Effective Redundancy for Lower Latency Variance on Cloud Storage Services.,2015
6388,nsdi/YuanCJS18,NSDI,nsdi/2018,Efficient and Correct Test Scheduling for Ensembles of Network Policies.,2018
6389,nsdi/KhalidGMAA16,NSDI,nsdi/2016,Paving the Way for NFV: Simplifying Middlebox Modifications Using StateAlyzr.,2016
6390,nsdi/MusuvathiE04,NSDI,nsdi/2004,Model Checking Large Network Protocol Implementations.,2004
6391,nsdi/StephensAS19,NSDI,nsdi/2019,Loom: Flexible and Efficient NIC Packet Scheduling.,2019
6392,nsdi/KingTCGJZ08,LEET,nsdi/2008leet,Designing and Implementing Malicious Hardware.,2008
6393,nsdi/LiM07,NSDI,nsdi/2007,Beyond One-Third Faulty Replicas in Byzantine Fault Tolerant Systems.,2007
6394,nsdi/ButkiewiczWWMS15,NSDI,nsdi/2015,Klotski: Reprioritizing Web Content to Improve User Experience on Mobile Devices.,2015
6395,nsdi/ZhuZHZ10,NSDI,nsdi/2010,Exploring Link Correlation for Efficient Flooding in Wireless Sensor Networks.,2010
6396,nsdi/WeingartnerSLHW10,NSDI,nsdi/2011,SliceTime: A Platform for Scalable and Accurate Network Emulation.,2011
6397,nsdi/ZhangMZ08,NSDI,nsdi/2008,Effective Diagnosis of Routing Disruptions from End Systems.,2008
6398,nsdi/MadhyasthaKAKV09,NSDI,nsdi/2009,iPlane Nano: Path Prediction for Peer-to-Peer Applications.,2009
6399,nsdi/LorchBGMW15,NSDI,nsdi/2015,Tardigrade: Leveraging Lightweight Virtual Machines to Easily and Efficiently Construct Fault-Tolerant Services.,2015
6400,nsdi/WongSS07,NSDI,nsdi/2007,Octant: A Comprehensive Framework for the Geolocalization of Internet Hosts.,2007
6401,nsdi/OusterhoutRRSC15,NSDI,nsdi/2015,Making Sense of Performance in Data Analytics Frameworks.,2015
6402,nsdi/NelsonFSK14,NSDI,nsdi/2014,Tierless Programming and Reasoning for Software-Defined Networks.,2014
6403,nsdi/FergusonGPFK12,Hot-ICE,nsdi/2012hotice,Participatory Networking.,2012
6404,nsdi/HwangRW14,NSDI,nsdi/2014,NetVM: High Performance and Flexible Networking Using Virtualization on Commodity Platforms.,2014
6405,nsdi/KazemianVM12,NSDI,nsdi/2012,Header Space Analysis: Static Checking for Networks.,2012
6406,nsdi/WeiTRAMDSWFSFM17,NSDI,nsdi/2017,vCorfu: A Cloud-Scale Object Store on a Shared Log.,2017
6407,nsdi/NandiGDNSZB07,NSDI,nsdi/2007,SAAR: A Shared Control Plane for Overlay Multicast.,2007
6408,nsdi/FayazbakhshCSYM14,NSDI,nsdi/2014,Enforcing Network-Wide Policies in the Presence of Dynamic Middlebox Actions using FlowTags.,2014
6409,nsdi/FonsecaFP08,INM/WREN,nsdi/2010inm-wren,Experiences with Tracing Causality in Networked Services.,2010
6410,nsdi/LeeWW13,NSDI,nsdi/2013,SoNIC: Precise Realtime Software Access and Control of Wired Networks.,2013
6411,nsdi/Anderson08,WOWCS,nsdi/2008wowcs,Towards a Model of Computer Systems Research.,2008
6412,nsdi/DragojevicNCH14,NSDI,nsdi/2014,FaRM: Fast Remote Memory.,2014
6413,nsdi/DasWCH08,NSDI,nsdi/2008,"Context-based Routing: Technique, Applications, and Experience.",2008
6414,nsdi/WangCJLQZC18,NSDI,nsdi/2018,"PLOVER: Fast, Multi-core Scalable Virtual Machine Fault-tolerance.",2018
6415,nsdi/GowdaDSCYGE17,NSDI,nsdi/2017,Bringing IoT to Sports Analytics.,2017
6416,nsdi/GuptaLR04,NSDI,nsdi/2004,Efficient Routing for Peer-to-Peer Overlays.,2004
6417,nsdi/MohL04,NSDI,nsdi/2004,TimeLine: A High Performance Archive for a Distributed Object Store.,2004
6418,nsdi/CrankshawWZFGS17,NSDI,nsdi/2017,Clipper: A Low-Latency Online Prediction Serving System.,2017
6419,nsdi/Grizzard0NKD07,HotBots,nsdi/2007hotbots,Peer-to-Peer Botnets: Overview and Case Study.,2007
6420,nsdi/ShrivastavaRBP10,NSDI,nsdi/2011,PIE in the Sky: Online Passive Interference Estimation for Enterprise WLANs.,2011
6421,nsdi/StriblingLCKM06,NSDI,nsdi/2006,"OverCite: A Distributed, Cooperative CiteSeer.",2006
6422,nsdi/ChenXY018,NSDI,nsdi/2018,PowerMan: An Out-of-Band Management Network for Datacenters Using Power Line Communication.,2018
6423,nsdi/StewartS05,NSDI,nsdi/2005,Performance Modeling and System Management for Multi-component Online Services.,2005
6424,nsdi/KanichLEVS08,LEET,nsdi/2008leet,The Heisenbot Uncertainty Problem: Challenges in Separating Bots from Chaff.,2008
6425,nsdi/LuVS13,NSDI,nsdi/2013,SloMo: Downclocking WiFi Communication.,2013
6426,nsdi/NechaevAPG08,INM/WREN,nsdi/2010inm-wren,A Preliminary Analysis of TCP Performance in an Enterprise Network.,2010
6427,nsdi/YanXE08,LEET,nsdi/2008leet,Catching Instant Messaging Worms with Change-Point Detection Techniques.,2008
6428,nsdi/ShangguanYLZL15,NSDI,nsdi/2015,Relative Localization of RFID Tags using Spatial-Temporal Phase Profiling.,2015
6429,nsdi/YuGMRYKK10,NSDI,nsdi/2011,Profiling Network Performance for Multi-tier Data Center Applications.,2011
6430,nsdi/NetravaliNMB18,NSDI,nsdi/2018,Vesper: Measuring Time-to-Interactivity for Web Pages.,2018
6431,nsdi/GunawiDJAHAASB10,NSDI,nsdi/2011,FATE and DESTINI: A Framework for Cloud Recovery Testing.,2011
6432,nsdi/CidonEAK16,NSDI,nsdi/2016,Cliffhanger: Scaling Performance Cliffs in Web Memory Caches.,2016
6433,nsdi/WangBKW13,NSDI,nsdi/2013,Demystifying Page Load Performance with WProf.,2013
6434,nsdi/RamasubramanianPS06,NSDI,nsdi/2006,Corona: A High Performance Publish-Subscribe System for the World Wide Web.,2006
6435,nsdi/Leighton05,NSDI,nsdi/2005,The Challenges of Delivering Content and Applications on the Internet.,2005
6436,nsdi/RaiciuPBFHDBH12,NSDI,nsdi/2012,How Hard Can It Be? Designing and Implementing a Deployable Multipath TCP.,2012
6437,nsdi/BittauMHK08,NSDI,nsdi/2008,Wedge: Splitting Applications into Reduced-Privilege Compartments.,2008
6438,nsdi/BalazinskaBS04,NSDI,nsdi/2004,Contract-Based Load Management in Federated Distributed Systems.,2004
6439,nsdi/FloresQK16,NSDI,nsdi/2016,A Scalable Multi-User Uplink for Wi-Fi.,2016
6440,nsdi/KimSLBTLY08,INM/WREN,nsdi/2010inm-wren,Automated and Scalable QoS Control for Network Convergence.,2010
6441,nsdi/ThiagarajanRBMG10,NSDI,nsdi/2011,"Accurate, Low-Energy Trajectory Mapping for Mobile Devices.",2011
6442,nsdi/AnanthanarayananGWBKSS12,NSDI,nsdi/2012,PACMan: Coordinated Memory Caching for Parallel Jobs.,2012
6443,nsdi/ShaikhG04,NSDI,nsdi/2004,"OSPF Monitoring: Architecture, Design, and Deployment Experience.",2004
6444,nsdi/ZhangG14,NSDI,nsdi/2014,Enabling Bit-by-Bit Backscatter Communication in Severe Energy Harvesting Environments.,2014
6445,nsdi/KreibichKLEVPS08,LEET,nsdi/2008leet,On the Spam Campaign Trail.,2008
6446,nsdi/ChangRT17,NSDI,nsdi/2017,Robust Validation of Network Designs under Uncertain Demands and Failures.,2017
6447,nsdi/NelsonBCJRSSTX08,LEET,nsdi/2008leet,Exploiting Machine Learning to Subvert Your Spam Filter.,2008
6448,nsdi/OusterhoutPBL17,NSDI,nsdi/2017,Flexplane: An Experimentation Platform for Resource Management in Datacenters.,2017
6449,nsdi/AgababovBCCGMPS15,NSDI,nsdi/2015,Flywheel: Google's Data Compression Proxy for the Mobile Web.,2015
6450,nsdi/Birman08,WOWCS,nsdi/2008wowcs,Overcoming Challenges of Maturity.,2008
6451,nsdi/WuCP19,NSDI,nsdi/2019,Zeno: Diagnosing Performance Problems with Temporal Provenance.,2019
6452,nsdi/ChiangL07,HotBots,nsdi/2007hotbots,A Case Study of the Rustock Rootkit and Spam Bot.,2007
6453,nsdi/BarfordB07,HotBots,nsdi/2007hotbots,Toward Botnet Mesocosms.,2007
6454,nsdi/SubramanyaSGKB19,NSDI,nsdi/2019,BLAS-on-flash: An Efficient Alternative for Large Scale ML Training and Inference?,2019
6455,nsdi/Lawrence04,NSDI,nsdi/2004,Running Massively Multiplayer Games as a Business.,2004
6456,nsdi/RajagopalanWJW13,NSDI,nsdi/2013,Split/Merge: System Support for Elastic Execution in Virtual Middleboxes.,2013
6457,nsdi/GanjamSZLSJS015,NSDI,nsdi/2015,C3: Internet-Scale Control Plane for Video Quality Optimization.,2015
6458,nsdi/LedlieGS07,NSDI,nsdi/2007,Network Coordinates in the Wild.,2007
6459,nsdi/GrossklagsCC08,UPSEC,nsdi/2008upsec,Predicted and Observed User Behavior in the Weakest-link Security Game.,2008
6460,nsdi/LuGLZYWXGZ10,NSDI,nsdi/2011,ServerSwitch: A Programmable and High Performance Platform for Data Center Networks.,2011
6461,nsdi/JoshiBKK15,NSDI,nsdi/2015,WiDeo: Fine-grained Device-free Motion Tracing using RF Backscatter.,2015
6462,nsdi/GuptaMBCFRV16,NSDI,nsdi/2016,An Industrial-Scale Software Defined Internet Exchange Point.,2016
6463,nsdi/ShermanLBW05,NSDI,nsdi/2005,ACMS: The Akamai Configuration Management System.,2005
6464,nsdi/GoebelH07,HotBots,nsdi/2007hotbots,Rishi: Identify Bot Contaminated Hosts by IRC Nickname Evaluation.,2007
6465,nsdi/0004NGL14,NSDI,nsdi/2014,DECAF: Detecting and Characterizing Ad Fraud in Mobile Apps.,2014
6466,nsdi/WangSZ07,HotBots,nsdi/2007hotbots,An Advanced Hybrid Peer-to-Peer Botnet.,2007
6467,nsdi/FreedmanLM06,NSDI,nsdi/2006,OASIS: Anycast for Any Service.,2006
6468,nsdi/BallardR08,INM/WREN,nsdi/2010inm-wren,Extensible and Scalable Network Monitoring Using OpenSAFE.,2010
6469,nsdi/SharmaAACCDFGKK15,NSDI,nsdi/2015,Wormhole: Reliable Pub-Sub to Support Geo-replicated Internet Services.,2015
6470,nsdi/WalshS06,NSDI,nsdi/2006,Experience with an Object Reputation System for Peer-to-Peer Filesharing.,2006
6471,nsdi/AguileraSV06,NSDI,nsdi/2006,Olive: Distributed Point-in-Time Branching Storage for Real Systems.,2006
6472,nsdi/PandaLASS17,NSDI,nsdi/2017,Verifying Reachability in Networks with Mutable Datapaths.,2017
6473,nsdi/ZhuangGPFMBC14,NSDI,nsdi/2014,NetCheck: Network Diagnoses from Blackbox Traces.,2014
6474,nsdi/KushmanKKM07,NSDI,nsdi/2007,R-BGP: Staying Connected in a Connected World.,2007
6475,nsdi/JinLZFLSKS18,NSDI,nsdi/2018,NetChain: Scale-Free Sub-RTT Coordination.,2018
6476,nsdi/Lesniewski-LaasK10,NSDI,nsdi/2010,Whanau: A Sybil-proof Distributed Hash Table.,2010
6477,nsdi/KarlofTW08,UPSEC,nsdi/2008upsec,A User Study Design for Comparing the Security of Registration Protocols.,2008
6478,nsdi/FirestonePMCDAA18,NSDI,nsdi/2018,Azure Accelerated Networking: SmartNICs in the Public Cloud.,2018
6479,nsdi/BadamPPP09,NSDI,nsdi/2009,HashCache: Cache Storage for the Next Billion.,2009
6480,nsdi/ZengZYJJLMV14,NSDI,nsdi/2014,Libra: Divide and Conquer to Verify Forwarding Tables in Huge Networks.,2014
6481,nsdi/ZhuangDSWOT08,LEET,nsdi/2008leet,Characterizing Botnets from Email Spam Records.,2008
6482,nsdi/ZhengDBPGS17,NSDI,nsdi/2017,Opaque: An Oblivious and Encrypted Distributed Analytics Platform.,2017
6483,nsdi/RoyGC15,NSDI,nsdi/2015,Ripple: Communicating through Physical Vibration.,2015
6484,nsdi/LiuLFKTVPSP14,NSDI,nsdi/2014,Circuit Switching Under the Radar with REACToR.,2014
6485,nsdi/HusmannGNJ17,NSDI,nsdi/2017,FlexCore: Massively Parallel and Flexible Processing for Large MIMO Access Points.,2017
6486,nsdi/ChintalapudiNRPM10,NSDI,nsdi/2011,SpecNet: Spectrum Sensing Sans Fronti̬res.,2011
6487,nsdi/SenLHSZCP12,NSDI,nsdi/2012,Don't Lose Sleep Over Availability: The GreenUp Decentralized Wakeup Service.,2012
6488,nsdi/DoddavenkatappaCL13,NSDI,nsdi/2013,Splash: Fast Data Dissemination with Constructive Interference in Wireless Sensor Networks.,2013
6489,nsdi/GoJMHP17,NSDI,nsdi/2017,APUNet: Revitalizing GPU as Packet Processing Accelerator.,2017
6490,nsdi/ChunRK08,NSDI,nsdi/2008,NetComplex: A Complexity Metric for Networked System Designs.,2008
6491,nsdi/Al-FaresRRHV10,NSDI,nsdi/2010,Hedera: Dynamic Flow Scheduling for Data Center Networks.,2010
6492,nsdi/GhodsiZHKSS10,NSDI,nsdi/2011,Dominant Resource Fairness: Fair Allocation of Multiple Resource Types.,2011
6493,nsdi/Khandelwal0S19,NSDI,nsdi/2019,Confluo: Distributed Monitoring and Diagnosis Stack for High-speed Networks.,2019
6494,nsdi/RoyZBS17,NSDI,nsdi/2017,Passive Realtime Datacenter Fault Detection and Localization.,2017
6495,nsdi/GrosvenorSGW0HC15,NSDI,nsdi/2015,Queues Don't Matter When You Can JUMP Them!,2015
6496,nsdi/Manber06,NSDI,nsdi/2006,Keynote.,2006
6497,nsdi/WeaverFBRS11,Hot-ICE,nsdi/2011hotice,Using Hierarchical Change Mining to Manage Network Security Policy Evolution.,2011
6498,nsdi/LiMKY16,NSDI,nsdi/2016,FlowRadar: A Better NetFlow for Data Centers.,2016
6499,nsdi/PerryBS17,NSDI,nsdi/2017,Flowtune: Flowlet Control for Datacenter Networks.,2017
6500,nsdi/SekarERRS12,NSDI,nsdi/2012,Design and Implementation of a Consolidated Middlebox Architecture.,2012
6501,nsdi/HanAAS12,NSDI,nsdi/2012,RPT: Re-architecting Loss Protection for Content-Aware Networks.,2012
6502,nsdi/VallentinPS16,NSDI,nsdi/2016,VAST: A Unified Platform for Interactive Network Forensics.,2016
6503,nsdi/PandaZHKS17,NSDI,nsdi/2017,SCL: Simplifying Distributed SDN Control Planes.,2017
6504,nsdi/MoonHYBBSWYZ19,NSDI,nsdi/2019,Alembic: Automated Model Inference for Stateful Network Functions.,2019
6505,nsdi/WangW19,NSDI,nsdi/2019,Monoxide: Scale out Blockchains with Asynchronous Consensus Zones.,2019
6506,nsdi/SuranaPNRSBB08,NSDI,nsdi/2008,Beyond Pilots: Keeping Rural Wireless Networks Alive.,2008
6507,nsdi/BadamP10,NSDI,nsdi/2011,SSDAlloc: Hybrid SSD/RAM Memory Management Made Easy.,2011
6508,nsdi/MickensN06,NSDI,nsdi/2006,Exploiting Availability Prediction in Distributed Systems.,2006
6509,nsdi/SharmaKAKNP17,NSDI,nsdi/2017,Evaluating the Power of Flexible Packet Processing for Network Resource Allocation.,2017
6510,nsdi/AlbrechtNR07,NetDB,nsdi/2007netdb,Networked PIM Using PDMS.,2007
6511,nsdi/WalfishB04,NSDI,nsdi/2004,Untangling the Web from DNS.,2004
6512,nsdi/ZhaoXYKYCG09,NSDI,nsdi/2009,BotGraph: Large Scale Spamming Botnet Detection.,2009
6513,w2gis/InnerebnerBG13,W2GIS,w2gis/2013,ISOGA: A System for Geographical Reachability Analysis.,2013
6514,w2gis/GraaffPKB15,W2GIS,w2gis/2015,Spatiotemporal Behavior Profiling: A Treasure Hunt Case Study.,2015
6515,w2gis/OsakiIKTM10,W2GIS,w2gis/2010,Visualization of Relationships among Historical Persons Using Locational Information.,2011
6516,w2gis/HuangLX13,W2GIS,w2gis/2013,A Sensor Data Mediator Bridging the OGC Sensor Observation Service (SOS) and the OASIS Open Data Protocol (OData).,2013
6517,w2gis/AoidhKB06,W2GIS,w2gis/2006,Improving Archaeological Heritage Information Access Through a Personalised GIS Interface.,2006
6518,w2gis/MartinoGG10,W2GIS,w2gis/2010,A Rich Cloud Application to Improve Sustainable Mobility.,2011
6519,w2gis/FontelesBG15,W2GIS,w2gis/2015,Opportunistic Trajectory Recommendation for Task Accomplishment in Crowdsourcing Systems.,2015
6520,w2gis/FoersterS07,W2GIS,w2gis/2007,A Client for Distributed Geo-processing on the Web.,2007
6521,w2gis/LadraLPS08,W2GIS,w2gis/2008,A Toponym Resolution Service Following the OGC WPS Standard.,2008
6522,w2gis/FrentzosGT07,W2GIS,w2gis/2007,Towards the Next Generation of Location-Based Services.,2007
6523,w2gis/YooMA19,W2GIS,w2gis/2019,Concept and Framework of 3D Geo-Spatial Grid System.,2019
6524,w2gis/0001LJL14,W2GIS,w2gis/2014,GeosensorBase: Integrating and Managing Huge Number of Heterogeneous Sensors Using Sensor Adaptors and Extended SQL Querying.,2014
6525,w2gis/KimY04,W2GIS,w2gis/2004,MR-Tree: A Cache-Conscious Main Memory Spatial Index Structure for Mobile GIS.,2004
6526,w2gis/LiagourisAEPPTV10,W2GIS,w2gis/2010,Mobile Task Computing: Beyond Location-Based Services and EBooks.,2011
6527,w2gis/GardinerYC09,W2GIS,w2gis/2009,EgoViz - A Mobile Based Spatial Interaction System.,2009
6528,w2gis/Cheung06,W2GIS,w2gis/2006,Representational Issues in Interactive Wayfinding Systems: Navigating the Auckland University Campus.,2006
6529,w2gis/BakillahL12,W2GIS,w2gis/2012,Discovering Sensor Services with Social Network Analysis and Expanded SQWRL Querying.,2012
6530,w2gis/CiampiAGM12,W2GIS,w2gis/2012,Integrating Trend Clusters for Spatio-temporal Interpolation of Missing Sensor Data.,2012
6531,w2gis/HorakBAKM17,W2GIS,w2gis/2017,A Bayesian Framework for Individual Exposure Estimation on Uncertain Paths.,2017
6532,w2gis/KimKL07,W2GIS,w2gis/2007,Continuous Perspective Query Processing for 3-D Objects on Road Networks.,2007
6533,w2gis/RizziniGBC06,W2GIS,w2gis/2006,MEMS Mobile GIS: A Spatially Enabled Fish Habitat Management System.,2006
6534,w2gis/PatroumpasS12,W2GIS,w2gis/2012,Event Processing and Real-Time Monitoring over Streaming Traffic Data.,2012
6535,w2gis/YamamotoTIOOT10,W2GIS,w2gis/2010,Extraction and Geographical Navigation of Important Historical Events in the Web.,2011
6536,w2gis/IlarriRT18,W2GIS,w2gis/2018,GeoSPRINGS: Towards a Location-Aware Mobile Agent Platform.,2018
6537,w2gis/WolfensbergerR15,W2GIS,w2gis/2015,A Mobile Application for a User-Generated Collection of Landmarks.,2015
6538,w2gis/KangLL04,W2GIS,w2gis/2004,P2P Spatial Query Processing by Delaunay Triangulation.,2004
6539,w2gis/YueGDYSW09,W2GIS,w2gis/2009,GeoPW: Towards the Geospatial Processing Web.,2009
6540,w2gis/Li08,W2GIS,w2gis/2008,Indoor Space: A New Notion of Space.,2008
6541,w2gis/BragaCCAM12,W2GIS,w2gis/2012,A Context-Aware Web Content Generator Based on Personal Tracking.,2012
6542,w2gis/ThiTYC13,W2GIS,w2gis/2013,Exploring Spatial Business Data: A ROA Based eCampus Application.,2013
6543,w2gis/HanDZWL08,W2GIS,w2gis/2008,Design and Implementation of GeoBrain Online Analysis System (GeOnAS).,2008
6544,w2gis/GratsiasFDT05,W2GIS,w2gis/2005,Towards a Taxonomy of Location Based Services.,2005
6545,w2gis/ZhangYG17,W2GIS,w2gis/2017,Towards GPU-Accelerated Web-GIS for Query-Driven Visual Exploration.,2017
6546,w2gis/Shirani-MehrKSZ10,W2GIS,w2gis/2010,A Case Study of Participatory Data Transfer for Urban Temperature Monitoring.,2011
6547,w2gis/FrySTD07,W2GIS,w2gis/2007,A GIS Based Approach to Predicting Road Surface Temperatures.,2007
6548,w2gis/TanB06,W2GIS,w2gis/2006,P2P and Agent Service Based On-Line 3DGIS.,2006
6549,w2gis/0003SSKT19,W2GIS,w2gis/2019,Designing a Query Language Using Keyword Pairs for Spatial and Temporal Search.,2019
6550,w2gis/RochaCO05,W2GIS,w2gis/2005,Interoperable Geographic Information Services to Support Crisis Management.,2005
6551,w2gis/CouasnonMWC19,W2GIS,w2gis/2019,A Multi-agent System for the Simulation of Ship Evacuation.,2019
6552,w2gis/ZiebelinGNCT18,W2GIS,w2gis/2018,A Web of Data Platform for Mineral Intelligence Capacity Analysis (MICA).,2018
6553,w2gis/ZhangYGP19,W2GIS,w2gis/2019,A Visual Analytics Approach to Exploration of Hotels in Overlaid Drive-Time Polygons of Attractions.,2019
6554,w2gis/DavoineGGP14,W2GIS,w2gis/2014,Isibat: A Web and Wireless Application for Collecting Urban Data about Seismic Risk.,2014
6555,w2gis/RobinoRMGB18,W2GIS,w2gis/2018,Multigranular Spatio-Temporal Exploration: An Application to On-Street Parking Data.,2018
6556,w2gis/MironGV08,W2GIS,w2gis/2008,Semantic Analysis for the Geospatial Web - Application to OWL-DL Ontologies.,2008
6557,w2gis/SatoM04,W2GIS,w2gis/2004,A Novel Indexing Method for Digital Video Contents Using a 3-Dimensional City Map.,2004
6558,w2gis/TranPB18,W2GIS,w2gis/2018,A Web Interface for Exploiting Spatio-Temporal Heterogeneous Data.,2018
6559,w2gis/BastSS14,W2GIS,w2gis/2014,ForestMaps: A Computational Model and Visualization for Forest Utilization.,2014
6560,w2gis/ZheniFCG15,W2GIS,w2gis/2015,A Semantic-Based Data Model for the Manipulation of Trajectories: Application to Urban Transportation.,2015
6561,w2gis/Samet09,W2GIS,w2gis/2009,Database and Representation Issues in Geographic Information Systems (GIS).,2009
6562,w2gis/WinterDGV07,W2GIS,w2gis/2007,Historic Queries in Geosensor Networks.,2007
6563,w2gis/KovanenSS13,W2GIS,w2gis/2013,A Multi-modal Communication Approach to Describing the Surroundings to Mobile Users.,2013
6564,w2gis/HuangJ04,W2GIS,w2gis/2004,In-Route Skyline Querying for Location-Based Services.,2004
