,key,author
14744,camad/RegueraGANS16,Carlos M. Garcia Algora
14745,camad/RegueraGANS16,Erik Ortiz Guerra
14746,camad/RegueraGANS16,Kris Steenhaut
14747,camad/RegueraGANS16,Vitalio Alfonso Reguera
14748,camad/RamrekhaALWP15,Alexandros Ladas
14749,camad/RamrekhaALWP15,Christos Politis
14750,camad/RamrekhaALWP15,Nuwan Weerasinghe
14751,camad/RamrekhaALWP15,Olayinka Adigun
14752,camad/RamrekhaALWP15,Tipu Arvind Ramrekha
14753,camad/BastosRV12,Christos V. Verikoukis
14754,camad/BastosRV12,Joaquim Bastos
14755,camad/BastosRV12,Jonathan Rodriguez 0001
14756,camad/MursiaAGC18,David Gesbert
14757,camad/MursiaAGC18,Italo Atzeni
14758,camad/MursiaAGC18,Laura Cottatellucci
14759,camad/MursiaAGC18,Placido Mursia
14760,camad/InterdonatoNLF16,Erik G. Larsson
14761,camad/InterdonatoNLF16,Giovanni Interdonato
14762,camad/InterdonatoNLF16,Hien Quoc Ngo
14763,camad/InterdonatoNLF16,PÃ¥l K. Frenger
14764,camad/TsioliaridouLI18,Ageliki Tsioliaridou
14765,camad/TsioliaridouLI18,Christos Liaskos
14766,camad/TsioliaridouLI18,Sotiris Ioannidis
14767,camad/FalknerLLK16,Aris Leivadeas
14768,camad/FalknerLLK16,George Kesidis
14769,camad/FalknerLLK16,Ioannis Lambadaris
14770,camad/FalknerLLK16,Matthias Falkner
14771,camad/AbdulkhaleqSAE12,Ahmed Maan Abdulkhaleq
14772,camad/AbdulkhaleqSAE12,E. Almahdi Elkhazmi
14773,camad/AbdulkhaleqSAE12,Khalil H. Sayidmarie
14774,camad/AbdulkhaleqSAE12,Raed A. Abd-Alhameed
14775,camad/SingerM94,D. Singer
14776,camad/SingerM94,Hussein T. Mouftah
14777,camad/RyuK94,Byung G. Kim
14778,camad/RyuK94,Geol U. Ryu
14779,camad/AskoxylakisMMPP14,Andreas I. Miaoudakis
14780,camad/AskoxylakisMMPP14,Antonis Makrogiannakis
14781,camad/AskoxylakisMMPP14,Apostolos Traganitis
14782,camad/AskoxylakisMMPP14,Ioannis G. Askoxylakis
14783,camad/AskoxylakisMMPP14,Manolis Surligas
14784,camad/AskoxylakisMMPP14,Nikolaos E. Petroulakis
14785,camad/AskoxylakisMMPP14,Nikolaos Vervelakis
14786,camad/AskoxylakisMMPP14,Stefanos Papadakis
14787,camad/PortaluriOGTC19,Giuseppe Caruso
14788,camad/PortaluriOGTC19,Giuseppe Portaluri
14789,camad/PortaluriOGTC19,Marialaura Tamburello
14790,camad/PortaluriOGTC19,Mike Oluwatayo Ojo
14791,camad/PortaluriOGTC19,Stefano Giordano
14792,camad/LakkaPHSMRWAK19,Darko Anicic
14793,camad/LakkaPHSMRWAK19,Eftychia Lakka
14794,camad/LakkaPHSMRWAK19,George Hatzivasilis
14795,camad/LakkaPHSMRWAK19,Karolina Waledzik
14796,camad/LakkaPHSMRWAK19,Manolis Michalodimitrakis
14797,camad/LakkaPHSMRWAK19,Nikolaos E. Petroulakis
14798,camad/LakkaPHSMRWAK19,Othonas Soultatos
14799,camad/LakkaPHSMRWAK19,Urszula Rak
14800,camad/LakkaPHSMRWAK19,Vivek Kulkarni
14801,camad/HeYXI15,Chang He
14802,camad/HeYXI15,Lie-Liang Yang
14803,camad/HeYXI15,Muhammad Ali Imran
14804,camad/HeYXI15,Pei Xiao
14805,camad/KabiriEK17,Amirreza Kabiri
14806,camad/KabiriEK17,Majid Nasiri Khormuji
14807,camad/KabiriEK17,Mohammad Javad Emadi
14808,camad/AlamRR12,Ayman Radwan
14809,camad/AlamRR12,Jonathan Rodriguez 0001
14810,camad/AlamRR12,Muhammad Alam
14811,camad/BlancoLM12,Amaia Aguirregoitia MartÃ­nez
14812,camad/BlancoLM12,Bego Blanco
14813,camad/BlancoLM12,Fidel Liberal
14814,camad/ZafarIXCG15,Adnan Zafar
14815,camad/ZafarIXCG15,Aijun Cao
14816,camad/ZafarIXCG15,Muhammad Ali Imran
14817,camad/ZafarIXCG15,Pei Xiao
14818,camad/ZafarIXCG15,Yonghong Gao
14819,camad/AnchoraCBZ10,Leonardo Badia
14820,camad/AnchoraCBZ10,Luca Anchora
14821,camad/AnchoraCBZ10,Luca Canzian
14822,camad/AnchoraCBZ10,Michele Zorzi
14823,camad/JagadeeshaS17,Jang-Ping Sheu
14824,camad/JagadeeshaS17,R. B. Jagadeesha
14825,camad/DimakisP15,Antonis Dimakis
14826,camad/DimakisP15,Spyros Papafragkos
14827,camad/OliverCS14,Georg Stoger
14828,camad/OliverCS14,Ramon Serna Oliver
14829,camad/OliverCS14,Silviu S. Craciunas
14830,camad/PalaciosGK0A13,Dzmitry Kliazovich
14831,camad/PalaciosGK0A13,Fabrizio Granelli
14832,camad/PalaciosGK0A13,Jesus Alonso-Zarate
14833,camad/PalaciosGK0A13,Luis Alonso 0001
14834,camad/PalaciosGK0A13,RaÃºl Palacios
14835,camad/DelgadoGFB12,Antonio JesÃºs Yuste-Delgado
14836,camad/DelgadoGFB12,JoaquÃ­n CaÃ±ada Bago
14837,camad/DelgadoGFB12,Jose-Ãngel FernÃ¡ndez-Prieto
14838,camad/DelgadoGFB12,Manuel-Ãngel Gadeo-Martos
14839,camad/LyberopoulosTMM14,Eleni Theodoropoulou
14840,camad/LyberopoulosTMM14,Emmanouel A. Varvarigos
14841,camad/LyberopoulosTMM14,George L. Lyberopoulos
14842,camad/LyberopoulosTMM14,Ioanna Mesogiti
14843,camad/LyberopoulosTMM14,Prodromos Makris
14844,camad/TenninaTKXLP17,Dionysis Xenakis
14845,camad/TenninaTKXLP17,Eirini Liotou
14846,camad/TenninaTKXLP17,Georgios Karopoulos
14847,camad/TenninaTKXLP17,I. Tunaru
14848,camad/TenninaTKXLP17,Nikos I. Passas
14849,camad/TenninaTKXLP17,Stefano Tennina
14850,camad/ZiaJSAP18,Farrukh Pervez
14851,camad/ZiaJSAP18,Kamran Zia
14852,camad/ZiaJSAP18,Muhammad Nadeem Sial
14853,camad/ZiaJSAP18,Nauman Javed
14854,camad/ZiaJSAP18,Sohail Ahmed
14855,camad/SakiKMN19,Hadi Saki
14856,camad/SakiKMN19,Maria G. Martini
14857,camad/SakiKMN19,Moustafa M. Nasralla
14858,camad/SakiKMN19,Nabeel Khan
14859,camad/NikoloudakisMAB18,Charalabos Skianis
14860,camad/NikoloudakisMAB18,Constandinos X. Mavromoustakis
14861,camad/NikoloudakisMAB18,Evangelos K. Markakis
14862,camad/NikoloudakisMAB18,Evangelos Pallis
14863,camad/NikoloudakisMAB18,George Alexiou
14864,camad/NikoloudakisMAB18,George Mastorakis
14865,camad/NikoloudakisMAB18,Ilias Politis
14866,camad/NikoloudakisMAB18,Stavroula Bourazani
14867,camad/NikoloudakisMAB18,Yannis Nikoloudakis
14868,camad/AhaniYD16,Di Yuan
14869,camad/AhaniYD16,Ghafour Ahani
14870,camad/AhaniYD16,Wei Ding
14871,camad/RamazanaliJKB14,Hawar Ramazanali
14872,camad/RamazanaliJKB14,Kristina Kunert
14873,camad/RamazanaliJKB14,Magnus Jonsson
14874,camad/RamazanaliJKB14,Urban Bilstrup
14875,camad/AkhtarPGK19,Ilias Politis
14876,camad/AkhtarPGK19,Panagiotis Georgakopoulos
14877,camad/AkhtarPGK19,Stavros Kotsopoulos
14878,camad/AkhtarPGK19,Tafseer Akhtar
14879,camad/NguyenKPKK15,Ammar Kabbani
14880,camad/NguyenKPKK15,Sundar Peethala
14881,camad/NguyenKPKK15,Theo Kreul
14882,camad/NguyenKPKK15,Thomas Kaiser 0001
14883,camad/NguyenKPKK15,Trung Thanh Nguyen 0002
14884,camad/Diaz-ZayasCCCP018,Almudena DÃ­az-Zayas
14885,camad/Diaz-ZayasCCCP018,Andrea F. Cattoni
14886,camad/Diaz-ZayasCCCP018,Carlos CÃ¡rdenas
14887,camad/Diaz-ZayasCCCP018,Janie BaÃ±os Polglase
14888,camad/Diaz-ZayasCCCP018,Michael Dieudonne
14889,camad/Diaz-ZayasCCCP018,Oscar CastaÃ±eda
14890,camad/Diaz-ZayasCCCP018,Pedro Merino 0001
14891,camad/OliveiraVGVS17,Afonso Oliveira
14892,camad/OliveiraVGVS17,Marco Varzea
14893,camad/OliveiraVGVS17,Nuno Silva
14894,camad/OliveiraVGVS17,Paulo Galao
14895,camad/OliveiraVGVS17,Teresa Maria VazÃ£o
14896,camad/CastilloA10,Luciano Ahumada
14897,camad/CastilloA10,SebastiÃ¡n Castillo
14898,camad/Al-HouraniS13,Akram Al-Hourani
14899,camad/Al-HouraniS13,Kandeepan Sithamparanathan
14900,camad/PatricielloLGB18,Biljana Bojovic
14901,camad/PatricielloLGB18,Lorenza Giupponi
14902,camad/PatricielloLGB18,Natale Patriciello
14903,camad/PatricielloLGB18,Sandra LagÃ©n
14904,camad/AbubakarOHI19,Attai Ibrahim Abubakar
14905,camad/AbubakarOHI19,Metin Ã–ztÃ¼rk
14906,camad/AbubakarOHI19,Muhammad Ali Imran
14907,camad/AbubakarOHI19,Sajjad Hussain
14908,camad/MiaoXQW15,Bensheng Qi
14909,camad/MiaoXQW15,Hongxia Miao
14910,camad/MiaoXQW15,Kang Wang
14911,camad/MiaoXQW15,Xuanxuan Xiao
14912,camad/TrouvaGDB12,Eduard Grasa
14913,camad/TrouvaGDB12,Eleni Trouva
14914,camad/TrouvaGDB12,John Day 0001
14915,camad/TrouvaGDB12,Steve Bunch
14916,camad/DoumiatiAA18,Hassan Ali Artail
14917,camad/DoumiatiAA18,Mohamad Assaad
14918,camad/DoumiatiAA18,Salam Doumiati
14919,camad/KorraiLSCO19,BjÃ¶rn E. Ottersten
14920,camad/KorraiLSCO19,Eva Lagunas
14921,camad/KorraiLSCO19,Praveen Kumar Korrai
14922,camad/KorraiLSCO19,Shree Krishna Sharma
14923,camad/KorraiLSCO19,Symeon Chatzinotas
14924,camad/Bas12,Joan Bas
14925,camad/AlbondaP18,Haider Daami R. Albonda
14926,camad/AlbondaP18,Jordi PÃ©rez-Romero
14927,camad/McCarthyO19,Aisling O'Driscoll
14928,camad/McCarthyO19,Brian McCarthy
14929,semwiki/0002K06,Christoph Lange 0002
14930,semwiki/0002K06,Michael Kohlhase
14931,semwiki/SchmeddingHH08,Christoph Hanke
14932,semwiki/SchmeddingHH08,Florian Schmedding
14933,semwiki/SchmeddingHH08,Thomas Hornung 0001
14934,semwiki/WaardT06,Anita de Waard
14935,semwiki/WaardT06,Gerard Tel
14936,semwiki/SintMSK10,Mark Markus
14937,semwiki/SintMSK10,Rolf Sint
14938,semwiki/SintMSK10,Sebastian Schaffert
14939,semwiki/SintMSK10,Thomas Kurz
14940,semwiki/RauschmayerK06,Axel Rauschmayer
14941,semwiki/RauschmayerK06,Walter Christian Kammergruber
14942,semwiki/KostlbacherMHHH10,Alexander Haas
14943,semwiki/KostlbacherMHHH10,Anton KÃ¶stlbacher
14944,semwiki/KostlbacherMHHH10,Christoph Hiemke
14945,semwiki/KostlbacherMHHH10,Ekkehard Haen
14946,semwiki/KostlbacherMHHH10,Jonas Maurus
14947,semwiki/KostlbacherMHHH10,Rainer HammwÃ¶hner
14948,semwiki/VolkelO06,Eyal Oren
14949,semwiki/VolkelO06,Max VÃ¶lkel
14950,semwiki/Skaf-MolliCM10,GÃ©rÃ´me Canals
14951,semwiki/Skaf-MolliCM10,Hala Skaf-Molli
14952,semwiki/Skaf-MolliCM10,Pascal Molli
14953,semwiki/RicoCC09,David Camacho
14954,semwiki/RicoCC09,Mariano Rico
14955,semwiki/RicoCC09,Ã“scar Corcho
14956,semwiki/SchaffertBBGHS06,Andreas Gruber
14957,semwiki/SchaffertBBGHS06,Diana Bischof
14958,semwiki/SchaffertBBGHS06,Sandra Schaffert
14959,semwiki/SchaffertBBGHS06,Sebastian Schaffert
14960,semwiki/SchaffertBBGHS06,Tobias BÃ¼rger
14961,semwiki/SchaffertBBGHS06,Wolf Hilzensauer
14962,semwiki/EronenR06,Juha RÃ¶ning
14963,semwiki/EronenR06,Juhani Eronen
14964,semwiki/OrenDMVH06,Eyal Oren
14965,semwiki/OrenDMVH06,Knud MÃ¶ller
14966,semwiki/OrenDMVH06,Max VÃ¶lkel
14967,semwiki/OrenDMVH06,Renaud Delbru
14968,semwiki/OrenDMVH06,Siegfried Handschuh
14969,semwiki/BryEKW09,FranÃ§ois Bry
14970,semwiki/BryEKW09,Jakub Kotowski
14971,semwiki/BryEKW09,Klara A. Weiand
14972,semwiki/BryEKW09,Michael Eckert
14973,semwiki/BuffaCGLP06,Claire Lecompte
14974,semwiki/BuffaCGLP06,Fabien Gandon
14975,semwiki/BuffaCGLP06,GaÃ«l Crova
14976,semwiki/BuffaCGLP06,Jeremy Passeron
14977,semwiki/BuffaCGLP06,Michel Buffa
14978,semwiki/PopitschSALJ06,Arash Amiri
14979,semwiki/PopitschSALJ06,Bernhard Schandl
14980,semwiki/PopitschSALJ06,Niko Popitsch
14981,semwiki/PopitschSALJ06,Stefan Leitich
14982,semwiki/PopitschSALJ06,Wolfgang Jochum
14983,semwiki/DelloNT08,Karsten Dello
14984,semwiki/DelloNT08,Lyndon J. B. Nixon
14985,semwiki/DelloNT08,Robert Tolksdorf
14986,semwiki/BaumeisterRP09,Frank Puppe
14987,semwiki/BaumeisterRP09,Joachim Baumeister
14988,semwiki/BaumeisterRP09,Jochen ReutelshÃ¶fer
14989,semwiki/KieselSEB08,Georg Buscher
14990,semwiki/KieselSEB08,Ludger van Elst
14991,semwiki/KieselSEB08,Malte Kiesel
14992,semwiki/KieselSEB08,Sven Schwarz
14993,semwiki/SchmidtS10,Marek Schmidt
14994,semwiki/SchmidtS10,Pavel Smrz
14995,semwiki/Luczak-RoschH08,Markus Luczak-RÃ¶sch
14996,semwiki/Luczak-RoschH08,Ralf Heese
14997,semwiki/Kiesel06,Malte Kiesel
14998,semwiki/MuljadiTKKF06,Asao Fujiyama
14999,semwiki/MuljadiTKKF06,Hendry Muljadi
15000,semwiki/MuljadiTKKF06,Hideaki Takeda 0001
15001,semwiki/MuljadiTKKF06,Satoshi Kobayashi
15002,semwiki/MuljadiTKKF06,Shoko Kawamoto
15003,semwiki/Scholz08,Gero Scholz
15004,semwiki/CanoRC09,Amparo Elizabeth Cano
15005,semwiki/CanoRC09,Fabio Ciravegna
15006,semwiki/CanoRC09,Matthew Rowe 0001
15007,semwiki/Kuhn09,Tobias Kuhn
15008,semwiki/LydiaLFA10,Hammou Fadili
15009,semwiki/LydiaLFA10,Jacky Akoka
15010,semwiki/LydiaLFA10,Khelifa Lydia
15011,semwiki/LydiaLFA10,Nadira Lammari
15012,semwiki/ReutelshoferHLB09,Fabian Haupt
15013,semwiki/ReutelshoferHLB09,Florian Lemmerich
15014,semwiki/ReutelshoferHLB09,Joachim Baumeister
15015,semwiki/ReutelshoferHLB09,Jochen ReutelshÃ¶fer
15016,semwiki/SchneiderPB10,Alexandre Passant
15017,semwiki/SchneiderPB10,Jodi Schneider
15018,semwiki/SchneiderPB10,John G. Breslin
15019,semwiki/LeclercqS10,Marinette Savonnet
15020,semwiki/LeclercqS10,Ã‰ric Leclercq
15021,semwiki/WeiandKFB10,Fabian KneiÃŸl
15022,semwiki/WeiandKFB10,FranÃ§ois Bry
15023,semwiki/WeiandKFB10,Klara A. Weiand
15024,semwiki/WeiandKFB10,Tim Furche
15025,semwiki/IorioFPV06,Angelo Di Iorio
15026,semwiki/IorioFPV06,Fabio Vitali
15027,semwiki/IorioFPV06,Marco Fabbri
15028,semwiki/IorioFPV06,Valentina Presutti
15029,semwiki/CordierLMNST09,AmÃ©lie Cordier
15030,semwiki/CordierLMNST09,Emmanuel Nauer
15031,semwiki/CordierLMNST09,Hala Skaf-Molli
15032,semwiki/CordierLMNST09,Jean Lieber
15033,semwiki/CordierLMNST09,Pascal Molli
15034,semwiki/CordierLMNST09,Yannick Toussaint
15035,semwiki/KotowskiB10,FranÃ§ois Bry
15036,semwiki/KotowskiB10,Jakub Kotowski
15037,semwiki/BacherHK08,Janet Kelso
15038,semwiki/BacherHK08,Joshua Bacher
15039,semwiki/BacherHK08,Robert Hoehndorf
15040,semwiki/Nielsen09,Finn Ã…rup Nielsen
15041,semwiki/Rohmer06,Jean Rohmer
15042,semwiki/ChernovINZ06,Sergey Chernov 0001
15043,semwiki/ChernovINZ06,Tereza Iofciu
15044,semwiki/ChernovINZ06,Wolfgang Nejdl
15045,semwiki/ChernovINZ06,Xuan Zhou 0001
15046,semwiki/HeppBS06,Daniel Bachlechner
15047,semwiki/HeppBS06,Katharina Siorpaes
15048,semwiki/HeppBS06,Martin Hepp
15049,semwiki/CodocedoLA10,Claudia LÃ³pez
15050,semwiki/CodocedoLA10,HernÃ¡n Astudillo
15051,semwiki/CodocedoLA10,VÃ­ctor Codocedo
15052,semwiki/LeeYLCY08,David Wai-Lok Cheung
15053,semwiki/LeeYLCY08,Patrick Yee
15054,semwiki/LeeYLCY08,Sau Dan Lee
15055,semwiki/LeeYLCY08,Thomas Y. Lee
15056,semwiki/LeeYLCY08,Wenjun Yuan
15057,semwiki/000208,Christoph Lange 0002
15058,semwiki/0002MR08,Christoph Lange 0002
15059,semwiki/0002MR08,Florian Rabe
15060,semwiki/0002MR08,Sean McLaughlin
15061,semwiki/DelloST06,Elena Paslaru Bontas Simperl
15062,semwiki/DelloST06,Karsten Dello
15063,semwiki/DelloST06,Robert Tolksdorf
15064,semwiki/ReutelshoeferBP10,Frank Puppe
15065,semwiki/ReutelshoeferBP10,Joachim Baumeister
15066,semwiki/ReutelshoeferBP10,Jochen Reutelshoefer
15067,semwiki/PulidoBSAR10,Antoni Hermoso Pulido
15068,semwiki/PulidoBSAR10,Guglielmo Roma
15069,semwiki/PulidoBSAR10,Michela Bertero
15070,semwiki/PulidoBSAR10,Miriam Alloza
15071,semwiki/PulidoBSAR10,Silvia Speroni
15072,semwiki/Souzis06,Adam Souzis
15073,semwiki/KaliszykCWMG08,Cezary Kaliszyk
15074,semwiki/KaliszykCWMG08,Freek Wiedijk
15075,semwiki/KaliszykCWMG08,Herman Geuvers
15076,semwiki/KaliszykCWMG08,James McKinna
15077,semwiki/KaliszykCWMG08,Pierre Corbineau
15078,semwiki/VrandecicK06,Denny Vrandecic
15079,semwiki/VrandecicK06,Markus KrÃ¶tzsch
15080,semwiki/HallerKV06,Felix Kugel
15081,semwiki/HallerKV06,Heiko Haller
15082,semwiki/HallerKV06,Max VÃ¶lkel
15083,semwiki/Volkel08,Max VÃ¶lkel
15084,semwiki/RahhalSM08,Charbel Rahhal
15085,semwiki/RahhalSM08,Hala Skaf-Molli
15086,semwiki/RahhalSM08,Pascal Molli
15087,semwiki/BlanscheSMN10,Alexandre BlanschÃ©
15088,semwiki/BlanscheSMN10,Amedeo Napoli
15089,semwiki/BlanscheSMN10,Hala Skaf-Molli
15090,semwiki/BlanscheSMN10,Pascal Molli
15091,semwiki/ReutelshoeferBP08,Frank Puppe
15092,semwiki/ReutelshoeferBP08,Joachim Baumeister
15093,semwiki/ReutelshoeferBP08,Jochen Reutelshoefer
15094,semwiki/Dumitrache0KA10,Anca Dumitrache
15095,semwiki/Dumitrache0KA10,Christoph Lange 0002
15096,semwiki/Dumitrache0KA10,Michael Kohlhase
15097,semwiki/Dumitrache0KA10,Nils Aschenbeck
15098,semwiki/SintSSF09,Roland Ferstl
15099,semwiki/SintSSF09,Rolf Sint
15100,semwiki/SintSSF09,Sebastian Schaffert
15101,semwiki/SintSSF09,Stephanie Stroka
15102,semwiki/Ruiz-MontielMM10,Joaquin J. Molina-Castro
15103,semwiki/Ruiz-MontielMM10,JosÃ© Francisco Aldana Montes
15104,semwiki/Ruiz-MontielMM10,Manuela Ruiz-Montiel
15105,semwiki/SchiedKW10,Anton KÃ¶stlbacher
15106,semwiki/SchiedKW10,Christian Wolff
15107,semwiki/SchiedKW10,Manfred Schied
15108,semwiki/Ruiz-CasadoAC06,Enrique Alfonseca
15109,semwiki/Ruiz-CasadoAC06,Maria Ruiz-Casado
15110,semwiki/Ruiz-CasadoAC06,Pablo Castells
15111,semwiki/PassantL08,Alexandre Passant
15112,semwiki/PassantL08,Philippe Laublet
15113,semwiki/RahhalWSUM09,Charbel Rahhal
15114,semwiki/RahhalWSUM09,Hala Skaf-Molli
15115,semwiki/RahhalWSUM09,Pascal Molli
15116,semwiki/RahhalWSUM09,Pascal Urso
15117,semwiki/RahhalWSUM09,StÃ©phane Weiss
15118,semwiki/DuraoD09,Frederico AraÃºjo DurÃ£o
15119,semwiki/DuraoD09,Peter Dolog
15120,semwiki/Rauschmayer08,Axel Rauschmayer
15121,semwiki/Dunwell10,Ian Dunwell
15122,semwiki/RosenfeldFD10,Alejandro FernÃ¡ndez
15123,semwiki/RosenfeldFD10,Alicia DÃ­az
15124,semwiki/RosenfeldFD10,Martin Rosenfeld
15125,semwiki/CheyerL06,Adam Cheyer
15126,semwiki/CheyerL06,Joshua Levy
15127,semwiki/SmrzS09,Marek Schmidt
15128,semwiki/SmrzS09,Pavel Smrz
15129,semwiki/SchaffertEGKRSS09,Julia Eder
15130,semwiki/SchaffertEGKRSS09,Mihai Radulescu
15131,semwiki/SchaffertEGKRSS09,Rolf Sint
15132,semwiki/SchaffertEGKRSS09,Sebastian Schaffert
15133,semwiki/SchaffertEGKRSS09,Stephanie Stroka
15134,semwiki/SchaffertEGKRSS09,Szaby GrÃ¼nwald
15135,semwiki/SchaffertEGKRSS09,Thomas Kurz
15136,semwiki/OrlandiP09,Alexandre Passant
15137,semwiki/OrlandiP09,Fabrizio Orlandi
15138,semwiki/BonomiMPV08,Alessandro Mosca 0001
15139,semwiki/BonomiMPV08,Andrea Bonomi
15140,semwiki/BonomiMPV08,Giuseppe Vizzari
15141,semwiki/BonomiMPV08,Matteo Palmonari
15142,semwiki/Kuhn08,Tobias Kuhn
15143,semwiki/ChalmersGOG10,Alasdair J. G. Gray
15144,semwiki/ChalmersGOG10,Iadh Ounis
15145,semwiki/ChalmersGOG10,Norman Gray
15146,semwiki/ChalmersGOG10,Stuart Chalmers
15147,semwiki/RospocherGPSL09,Chiara Ghidini
15148,semwiki/RospocherGPSL09,Luciano Serafini
15149,semwiki/RospocherGPSL09,Marco Rospocher
15150,semwiki/RospocherGPSL09,Stefanie N. Lindstaedt
15151,semwiki/RospocherGPSL09,Viktoria Pammer
15152,ximep/HundlingSW05,Jan Sievers
15153,ximep/HundlingSW05,Jens HÃ¼ndling
15154,ximep/HundlingSW05,Mathias Weske
15155,ximep/Hlousek05,Pavel Hlousek
15156,ximep/MayHKM04,Carl-Christian Kanne
15157,ximep/MayHKM04,Guido Moerkotte
15158,ximep/MayHKM04,Norman May
15159,ximep/MayHKM04,Sven Helmer
15160,ximep/FiebigS04,Harald SchÃ¶ning
15161,ximep/FiebigS04,Thorsten Fiebig
15162,ximep/BenediktBFV05,Angela Bonifati
15163,ximep/BenediktBFV05,Avinash Vyas
15164,ximep/BenediktBFV05,Michael Benedikt
15165,ximep/BenediktBFV05,Sergio Flesca
15166,ximep/Berlea07,Alexandru Berlea
15167,ximep/DunkleyP04,Dominic Dunkley
15168,ximep/DunkleyP04,FranÃ§ois Pinaud
15169,ximep/KanneM06,Carl-Christian Kanne
15170,ximep/KanneM06,Guido Moerkotte
15171,ximep/ArionBM05,Andrei Arion
15172,ximep/ArionBM05,Ioana Manolescu
15173,ximep/ArionBM05,VÃ©ronique Benzaken
15174,ximep/BlakeFM05,David H. Fado
15175,ximep/BlakeFM05,Gregory A. Mack
15176,ximep/BlakeFM05,M. Brian Blake
15177,ximep/CurtmolaABF05,Emiran Curtmola
15178,ximep/CurtmolaABF05,Mary F. FernÃ¡ndez
15179,ximep/CurtmolaABF05,Philip Brown
15180,ximep/CurtmolaABF05,Sihem Amer-Yahia
15181,ximep/Fegaras04,Leonidas Fegaras
15182,ximep/VyasFS04,Avinash Vyas
15183,ximep/VyasFS04,JÃ©rÃ´me SimÃ©on
15184,ximep/VyasFS04,Mary F. FernÃ¡ndez
15185,ximep/KochOS06,Christoph Koch 0001
15186,ximep/KochOS06,Dan Olteanu
15187,ximep/KochOS06,Stefanie Scherzinger
15188,ximep/Grust05,Torsten Grust
15189,ximep/IacobD06,Alex Dekhtyar
15190,ximep/IacobD06,Ionut Emil Iacob
15191,ximep/BartaCM04,Alberto O. Mendelzon
15192,ximep/BartaCM04,Attila Barta
15193,ximep/BartaCM04,Mariano P. Consens
15194,ximep/Bloom05,Bard Bloom
15195,ximep/Scherzinger07,Stefanie Scherzinger
15196,ximep/FernandezJMOS07,JÃ©rÃ´me SimÃ©on
15197,ximep/FernandezJMOS07,Kristi Morton
15198,ximep/FernandezJMOS07,Mary F. FernÃ¡ndez
15199,ximep/FernandezJMOS07,Nicola Onose
15200,ximep/FernandezJMOS07,Trevor Jim
15201,ximep/GrustRT07,Jan Rittinger
15202,ximep/GrustRT07,Jens Teubner
15203,ximep/GrustRT07,Torsten Grust
15204,ximep/BeyerCCOP04,Fatma Ozcan
15205,ximep/BeyerCCOP04,Hamid Pirahesh
15206,ximep/BeyerCCOP04,Kevin S. Beyer
15207,ximep/BeyerCCOP04,Latha S. Colby
15208,ximep/BeyerCCOP04,Roberta Cochrane
15209,ximep/Kay06,Michael H. Kay
15210,ximep/ChamberlinCFKR06,Daniela Florescu
15211,ximep/ChamberlinCFKR06,Donald D. Chamberlin
15212,ximep/ChamberlinCFKR06,Donald Kossmann
15213,ximep/ChamberlinCFKR06,Jonathan Robie
15214,ximep/ChamberlinCFKR06,Michael J. Carey 0001
15215,ximep/DudaK05,Cristian Duda
15216,ximep/DudaK05,Donald Kossmann
15217,ximep/BonczMR05,Jan Rittinger
15218,ximep/BonczMR05,Peter A. Boncz
15219,ximep/BonczMR05,Stefan Manegold
15220,ximep/Chamberlin06,Donald D. Chamberlin
15221,ximep/GrustK04,Stefan Klinger
15222,ximep/GrustK04,Torsten Grust
15223,ximep/BashirB05,Engie Bashir
15224,ximep/BashirB05,Jihad Boulos
15225,ximep/LuoLLL05,Bo Luo
15226,ximep/LuoLLL05,Dongwon Lee 0001
15227,ximep/LuoLLL05,Peng Liu 0005
15228,ximep/LuoLLL05,Wang-Chien Lee
15229,ximep/AlinkBVB06,Arjen P. de Vries
15230,ximep/AlinkBVB06,Peter A. Boncz
15231,ximep/AlinkBVB06,R. A. F. Bhoedjang
15232,ximep/AlinkBVB06,Wouter Alink
15233,ximep/LiSA04,Gagan Agrawal
15234,ximep/LiSA04,Swarup Kumar Sahoo
15235,ximep/LiSA04,Xiaogang Li 0001
15236,ximep/FegarasDW06,Leonidas Fegaras
15237,ximep/FegarasDW06,Ranjan K. Dash
15238,ximep/FegarasDW06,YingHui Wang
15239,ximep/Zhang05,Guogen Zhang
15240,ximep/Bothner04,Per Bothner
15241,vismath/RumpfS95,Bernhard Schupp
15242,vismath/RumpfS95,Martin Rumpf
15243,vismath/PolthierS97,Konrad Polthier
15244,vismath/PolthierS97,Markus Schmies
15245,vismath/FrancisSKBHC95,Chris Hartman
15246,vismath/FrancisSKBHC95,George K. Francis
15247,vismath/FrancisSKBHC95,Glenn G. Chappell
15248,vismath/FrancisSKBHC95,John M. Sullivan
15249,vismath/FrancisSKBHC95,Ken A. Brakke
15250,vismath/FrancisSKBHC95,Robert B. Kusner
15251,vismath/Taubin02,Gabriel Taubin
15252,vismath/TeleaO97,Alexandru C. Telea
15253,vismath/TeleaO97,Cornelius W. A. M. van Overveld
15254,vismath/LeblondRR02,Christophe Renaud
15255,vismath/LeblondRR02,FranÃ§ois Rousselle
15256,vismath/LeblondRR02,Michel Leblond
15257,vismath/LoffelmannKG97,Helwig LÃ¶ffelmann
15258,vismath/LoffelmannKG97,M. Eduard GrÃ¶ller
15259,vismath/LoffelmannKG97,Thomas Kucera
