key,title,year,crossref
tedu/CaoLCP18,Usability Study of CAD for Clothing Thermal Computational Design Education.,2018,tedu/2018-14
tedu/YehHWC12,Effects of Multi-symbols on Enhancing Virtual Reality Based Collaborative Task.,2012,tedu/2012-8
tedu/HarrisonA13,Using Pattern-Based Architecture Reviews to Detect Quality Attribute Issues - An Exploratory Study.,2013,tplop/2013-3
tedu/ShengLYAZZ16,A Novel Emergency Detection Approach Leveraging Spatiotemporal Behavior for Power System.,2016,tedu/2016-12
tedu/HowlandGB13,Narrative Threads: A Tool to Support Young People in Creating Their Own Narrative-Based Computer Games.,2013,tedu/2013-10
tedu/FengJHWZ12,Study on Key Technology of HPSIN-Based Vector Geo-data Online Service.,2012,tedu/2012-7
tedu/SongSHP16,Visualization of the Color Family Order System.,2016,tedu/2016-12
tedu/HuangLX11,Direct Interaction between Operator and 3D Virtual Environment with a Large Scale Haptic.,2011,tedu/2011-5
tedu/WangZZYX11,Detail-Preserving Rendering of Free Surface Fluid with Lattice Boltzmann.,2011,tedu/2011-6
tedu/ChenZT15,The Export of Hangzhou's Cultural and Creative Products (Services) and Its Development Overseas.,2015,tedu/2015-11
tedu/LuoNCJDH12,Quad-Tree Atlas Ray Casting: A GPU Based Framework for Terrain Visualization and Its Applications.,2012,tedu/2012-7
tedu/LiuFCTYC12,Particle Filter with Affine Transformation for Multiple Key Points Tracking.,2012,tedu/2012-8
tedu/ZhangL12a,Medical Image Registration Based on Wavelet Transform Using Hausdorff Distance.,2012,tedu/2012-7
tedu/WangZP16,Computer Assisted Chinese Birthday Couplets Generation.,2016,tedu/2016-12
tedu/ZhaiQWFW12,Effect of Body Image Presentation Format to Female Physical Attractiveness.,2012,tedu/2012-7
tedu/PanLZYCTY09,Photo Realistic 3D Cartoon Face Modeling Based on Active Shape Model.,2009,tedu/2009-2
tedu/HuangS16,The Seamless Integration Achievement of the Actual Situation of the Scene.,2016,tedu/2016-12
tedu/HuLZT11,Pattern Based Motion for Crowd Simulation.,2011,tedu/2011-6
tedu/HanQ18,Fuzzy Comprehensive Evaluation for Rural Public Sports Services.,2018,tedu/2018-14
tedu/QianFZLR17,Manifold Ranking for Sketch-Based 3D Model Retrieval.,2017,tedu/2017-13
tedu/TolicH09,A Testbed for P2P Gaming Using Time Warp.,2009,tedu/2009-2
tedu/LinL09,A Comparison between Drill-Based and Game-Based Typing Software.,2009,tedu/2009-3
tedu/SampaioP09,Bringing Integrated Multimedia Content into Virtual Reality Environments.,2009,tedu/2009-3
tedu/MartensDM08,"Game-Based Learning with Computers - Learning, Simulations, and Games.",2008,tedu/2008-1
tedu/Zhang12,Exploitation in Context-Sensitive Affect Sensing from Improvisational Interaction.,2012,tedu/2012-8
tedu/LehtonenT11,Evaluating Emotional Content of Acted and Algorithmically Modified Motions.,2011,tedu/2011-6
tedu/FengYLTZZP12,3D Articulated Hand Tracking Based on Behavioral Model.,2012,tedu/2012-8
tedu/ShaoJS11,Detecting Moving Targets from Traffic Video Based on the Dynamic Background Model.,2011,tedu/2011-6
tedu/JiangS10,Sketch-Based 3D Face Modeling for Virtual Character.,2010,tedu/2010-4
tedu/JiaPS11,Mining Subsidence Prediction Based on 3D Stratigraphic Model and Visualization.,2011,tedu/2011-6
tedu/PaireekrengRW09,Time-Based Personalised Mobile Game Downloading.,2009,tedu/2009-2
tedu/Koppe13,A Pattern Language for Teaching Design Patterns.,2013,tplop/2013-3
tedu/PanZG18,EasyCouplet: Automatic Generation of Chinese Traditional Couplets.,2018,tedu/2018-14
tedu/SourinaTW09,Visual Haptic-Based Biomolecular Docking and Its Applications in E-Learning.,2009,tedu/2009-2
tedu/WangWZLX12,Tunneling Blasting Simulation for Digital Mine.,2012,tedu/2012-7
tedu/SuhardiL09,How to Steer Characters in Group Games.,2009,tedu/2009-2
tedu/YuanW11,A Human Action Recognition Algorithm Based on Semi-supervised Kmeans Clustering.,2011,tedu/2011-6
tedu/KimN12,Automating Expressive Locomotion Generation.,2012,tedu/2012-7
tedu/DuBZX15,A Method of Human Facial Portrait Generation Based on Features Exaggeration.,2015,tedu/2015-11
tedu/ZhangJLX13,Building Virtual Entertainment Environment with Tiled Display Wall and Motion Tracking.,2013,tedu/2013-9
tedu/JiaZZL10,The Study and Design of Adaptive Learning System Based on Fuzzy Set Theory.,2010,tedu/2010-4
tedu/ChanNPQCYH10,Learning Ultrasound-Guided Needle Insertion Skills through an Edutainment Game.,2010,tedu/2010-4
tedu/Kutay13,Collecting Aboriginal Stories for Education through Immersion.,2013,tedu/2013-10
tedu/PeternierVT08,"The Mental Vision Framework - A Platform for Teaching, Practicing and Researching with Computer Graphics and Virtual Reality.",2008,tedu/2008-1
tedu/LuZ12,Modeling and Analysis of the Business Process of the Supply Chain of Virtual Enterprises.,2012,tedu/2012-8
tedu/ZhaoW11,Line Drawings Abstraction from 3D Models.,2011,tedu/2011-5
tedu/ZhangP12,Generation of IFS Fractal Images Based on Hidden Markov Model.,2012,tedu/2012-8
tedu/WangCML13,Multiple-Cue-Based Visual Object Contour Tracking with Incremental Learning.,2013,tedu/2013-9
tedu/GaoHZ12,Skin-Detached Surface for Interactive Large Mesh Editing.,2012,tedu/2012-7
tedu/ThinP10,Dance-Based ExerGaming: User Experience Design Implications for Maximizing Health Benefits Based on Exercise Intensity and Perceived Enjoyment.,2010,tedu/2010-4
tedu/CaiQSL12,Rendering Realistic Ocean Scenes on GPU.,2012,tedu/2012-7
tedu/ZhangW11,VR-Based Basketball Movement Simulation.,2011,tedu/2011-5
tedu/AsaiKMB10,Lunar Surface Collaborative Browsing System for Science Museum Exhibitions.,2010,tedu/2010-4
tedu/BirchallG13,The Periodic Table of Elements via an XNA-Powered Serious Game.,2013,tedu/2013-9
tedu/PanSBLL15,Extracting the Foreground from Video Based on a New Sampling Method.,2015,tedu/2015-11
tedu/CaoJLP18,Application of Visualization in Clothing Thermal Computational Design.,2018,tedu/2018-14
tedu/YouLW11,Integrating Activity Theory for Context Analysis on Large Display.,2011,tedu/2011-5
tedu/WangSKH18,Hierarchical-Layout Treemap for Context-Based Visualization.,2018,tedu/2018-14
tedu/NeyGBSB10,"Phone, Email and Video Interactions with Characters in an Epidemiology Game: Towards Authenticity.",2010,tedu/2010-4
tedu/KwakNVHF11,"Tangible Interfaces to Digital Connections, Centralized versus Decentralized.",2011,tedu/2011-5
tedu/SuJ15,A Method for the 3D Reconstruction Based on Edge Detection and Feature Extraction.,2015,tedu/2015-11
tedu/BadaTERC12,Massively Multiplayer Online Games Developed with Agents.,2012,tedu/2012-7
tedu/LeeWF10,Learning with Virtual Reality: Its Effects on Students with Different Learning Styles.,2010,tedu/2010-4
tedu/KhineS08,Core Attributes of Interactive Computer Games and Adaptive Use for Edutainment.,2008,tedu/2008-1
tedu/ZhangY09,Design and Implementation of Virtual Museum Based on Web3D.,2009,tedu/2009-3
tedu/OhW08,ARGarden: Augmented Edutainment System with a Learning Companion.,2008,tedu/2008-1
tedu/PaliokasAM13,"Game Based Early Programming Education: The More You Play, the More You Learn.",2013,tedu/2013-9
tedu/HuF10,Synchronizable Objects in Distributed Multimedia Applications.,2010,tedu/2010-4
tedu/ZhaoD15,The Influence of Baroque Music on Undergraduates' Memory Effect: Evidence from Biofeedback.,2015,tedu/2015-11
tedu/RiedelWJSS13,Social Media Communication - Social Media Used Both as a Learning Content and as a Learning Style.,2013,tedu/2013-10
tedu/StaffansWHS09,Doing It Right: Combining Edutainment Format Development and Research.,2009,tedu/2009-3
tedu/FanWCPS12,Recovering Geometric Detail by Octree Normal Maps.,2012,tedu/2012-7
tedu/ChengMZ13,Pedestrian Detection Based on Kernel Discriminative Sparse Representation.,2013,tedu/2013-9
tedu/Li13,Rendering Technology of 3D Digital Chinese Ink-Wash Landscape Paintings Based on Maya.,2013,tedu/2013-9
tedu/GohMG08,Interactive Media Authoring Systems.,2008,tedu/2008-1
tedu/ShiHC11,An Automatic and Robust Chessboard Corner Extraction.,2011,tedu/2011-6
tedu/HuaYDZ12,Depth-Varying Human Video Sprite Synthesis.,2012,tedu/2012-7
tedu/HodhodCK11,Innovative Integrated Architecture for Educational Games: Challenges and Merits.,2011,tedu/2011-5
tedu/HuF09,A Distributed Multi-agent Architecture in Simulation Based Medical Training.,2009,tedu/2009-3
tedu/LiZWW13,Effects of RPG on Middle School Players' Intrapersonal Intelligence.,2013,tedu/2013-9
tedu/HePZ17,Adaptable Behavior Coding Schema for Avatar Interaction in Network Virtual Environment.,2017,tedu/2017-13
tedu/KoenitzHFS13,First Steps towards a Unified Theory for Interactive Digital Narrative.,2013,tedu/2013-10
tedu/ShenJZFL17,Method and Applications for Multiple Attribute Decision-Making Based on Converting Triangular Fuzzy Numbers into Connection Numbers.,2017,tedu/2017-13
tedu/WangC12,"Effects of the Sequence of Game-Play and Game-Design on Novices' Motivation, Flow, and Performance.",2012,tedu/2012-8
tedu/QiuXZ15,Cultivation of Service Outsourcing Talents Based on Innovative Cooperation Mode Between Institute and Enterprises.,2015,tedu/2015-11
tedu/WeiL10,Design of Educational Game: A Literature Review.,2010,tedu/2010-4
tedu/ShenL17,Study on Virtual Camera with Preset Shot Types Based on Composition Aesthetic Computing.,2017,tedu/2017-13
tedu/YangYZZZ17,A Real-Time Interactive System Based on Hand Gesture Recognition in Virtual Fitting.,2017,tedu/2017-13
tedu/YuanLWL09,Large Area Interactive Browsing for High Resolution Digitized Dunhuang Murals.,2009,tedu/2009-3
tedu/Ruping13,Transform! Patterns for Data Migration.,2013,tplop/2013-3
tedu/ZhangWYXZ17,A Virtual Music Control System Based on Dynamic Hand Gesture Recognition.,2017,tedu/2017-13
tedu/LinWAS12,SPIDAR-Pen: A 2T1R Pen-Based Interface with Co-located Haptic-Visual Display.,2012,tedu/2012-8
tedu/HuangTKWLT09,A 3D Campus on the Internet - A Networked Mixed Reality Environment.,2009,tedu/2009-2
tedu/WangW17,A Collaborative Work System of Urban Management Based on Multi-Agent.,2017,tedu/2017-13
tedu/NaBW08,TMAR: Extension of a Tabletop Interface Using Mobile Augmented Reality.,2008,tedu/2008-1
tedu/DongHYJ13,A Calibration Method for Removing the Effect of Infrared Camera Self-radiance on the Accuracy of Temperature Measurement.,2013,tedu/2013-9
tedu/Spierling08,'Killer Phrases': Design Steps for a Game with Digital Role-Playing Agents.,2008,tedu/2008-1
tedu/CarterRMP09,Networking Middleware and Online-Deployment Mechanisms for Java-Based Games.,2009,tedu/2009-2
tedu/Wechselberger09,Teaching Me Softly: Experiences and Reflections on Informal Educational Game Design.,2009,tedu/2009-2
tedu/SeilerS13,Comprehensive Blended Learning Concept for Teaching Micro Controller Technology Utilising HomeLab Kits and Remote Labs in a Virtual Web Environment.,2013,tedu/2013-10
tedu/Dong18,Studies on Artistic Style of Chinese Ink Deckle-Edged Paper-Cutting Animation.,2018,tedu/2018-14
tedu/Zhang10,Exploration of Metaphorical and Contextual Affect Sensing in a Virtual Improvisational Drama.,2010,tedu/2010-4
tedu/ZhangL12,Application of Simulation and Virtual Reality to Physical Education and Athletic Training.,2012,tedu/2012-7
tedu/LoCTY09,HES-SPATO: An Online History Educational System Based on SCORM.,2009,tedu/2009-2
tedu/YanYLYZ11,Research on Augmented Reality Display Method of Scientific Exhibits.,2011,tedu/2011-5
tedu/Sauve09,Design Tools for Online Educational Games: Concept and Application.,2009,tedu/2009-2
tedu/GaudyNA09,Pyvox 2: An Audio Game Accessible to Visually Impaired People Playable without Visual Nor Verbal Instructions.,2009,tedu/2009-2
tedu/MolnarK16,"Interactive Digital Storytelling Based Educational Games: Formalise, Author, Play, Educate and Enjoy! - The Edugames4all Project Framework.",2016,tedu/2016-12
tedu/WangGYT17,An Indoor Positioning System Based on iBeacon.,2017,tedu/2017-13
tedu/CaiLSL12,Multi-samples Texture Synthesis for Dynamic Terrain Based on Constraint Conditions.,2012,tedu/2012-7
tedu/Hu08,A Reusable Eduventure Game Framework.,2008,tedu/2008-1
tedu/ZhangZXD11,Interactive Creation of Chinese Calligraphy with the Application in Calligraphy Education.,2011,tedu/2011-5
tedu/HuangFGH18,Online Game Bot Detection Based on Extreme Learning Machine.,2018,tedu/2018-14
tedu/Zhang13,Contextual Affect Modeling and Detection in Interactive Text-Based Dramatic Improvisation.,2013,tedu/2013-10
tedu/Choi10,A Virtual Reality Simulator Prototype for Learning and Assessing Phaco-sculpting Skills.,2010,tedu/2010-4
tedu/JesusRC11,An Interface to Retrieve Personal Memories Using an Iconic Visual Language.,2011,tedu/2011-5
tedu/WangS18,The 3D Human Body Modeling for Virtual Fitting Based on the Key Characteristic Parameters.,2018,tedu/2018-14
tedu/HeCZ11,A Novel Method for Large Crowd Flow.,2011,tedu/2011-6
tedu/KrugerD13,Cooperative and Self-directed Learning with the Learning Scenario VideoLearn - Engineering Education Using Lecture Recordings.,2013,tedu/2013-10
tedu/ZhangW12,Defection Recognition of Cold Rolling Strip Steel Based on ACO Algorithm with Quantum Action.,2012,tedu/2012-7
tedu/Meyer09,Learning English through Serious Games - Reflections on Teacher and Learner Performance.,2009,tedu/2009-3
tedu/ShenJSPHH15,Application of the Identical Discrepancy Contrary Mastermind Based on Set Pair Analysis.,2015,tedu/2015-11
tedu/ChenPZ12,A Virtual Informal Learning System for Cultural Heritage.,2012,tedu/2012-7
tedu/ChenZCZ17,Visualizing Geospatial Distribution of Pesticide Residue Pollution Using Cartogram and Heat Map.,2017,tedu/2017-13
tedu/DaiZ13,Implementation of Lushan Virtual Digital Plant Museum.,2013,tedu/2013-9
tedu/ZhangDZCP12,View-Dependent Line Drawings for 3D Scenes.,2012,tedu/2012-7
tedu/Zhong18,A Bibliometric Analysis on the Published Papers in Journal of Technology Enhanced Foreign Language Education (TEFLE) from Year 2006 to 2015.,2018,tedu/2018-14
tedu/KarimGMBB11,Adding Physical Like Reaction Effects to Skeleton-Based Animations Using Controllable Pendulums.,2011,tedu/2011-6
tedu/HungKC09,Motivational Factors in Educational MMORPGs: Some Implications for Education.,2009,tedu/2009-3
tedu/LinazaGTT08,Interacting with Augmented Assets in Cultural Tourism.,2008,tedu/2008-1
tedu/RebholzZ13,Applying Computer-Aided Intelligent Assessment in the Context of Mathematical Induction.,2013,tedu/2013-10
tedu/Delgado-MataIGG08,Behavioural Reactive Agents to Define Personality Traits in the Videogame Überpong.,2008,tedu/2008-1
tedu/WangWH11,An Adaptive Gradient Enhanced Texture Based Tracking Algorithm for Video Monitoring Applications.,2011,tedu/2011-6
tedu/BacklundTEJLSSPS13,Games on Prescription! Evaluation of the Elinor Console for Home-Based Stroke Rehabilitation.,2013,tedu/2013-9
tedu/KlopferO13,The Boom and Bust and Boom of Educational Games.,2013,tedu/2013-9
tedu/LiuFLX16,Virtual Interface and Its Application in Natural Interaction.,2016,tedu/2016-12
tedu/LiZ18,A Novel Algorithm Related with Customers Based on Image Gradient Orientation.,2018,tedu/2018-14
tedu/KaoHL12,Analysis of Brainwave Characteristics for Playing Heterogeneous Computer Games.,2012,tedu/2012-8
tedu/LiZD17,Content-Aware Image Retargeting Using Line-Based MLS Deformation.,2017,tedu/2017-13
tedu/ChenLWSW12,A Virtual Training System Using a Force Feedback Haptic Device for Oral Implantology.,2012,tedu/2012-8
tedu/GeYST11,3D Face Texture Stitching Based on Differential Coordinates.,2011,tedu/2011-6
tedu/ZhouPLWL17,A Distributed Stream Computing Architecture for Dynamic Light-Field Acquisition and Rendering System.,2017,tedu/2017-13
tedu/JiangC11,Coordinate Model for Text Categorization.,2011,tedu/2011-5
tedu/HeZ11,Multi-user 3D Based Framework for E-Commerce.,2011,tedu/2011-5
tedu/YunJL09,Using Computer Games for Youth Development.,2009,tedu/2009-3
tedu/CaiICZ08,VR Bio X Games.,2008,tedu/2008-1
tedu/DangCA13,A Methodology to Validate Interactive Storytelling Scenarios in Linear Logic.,2013,tedu/2013-10
tedu/FengFY16,Research on Initialization of 3D Hand Pose Based on User and Computer Interaction.,2016,tedu/2016-12
tedu/HuHZD13,The Design and Implementation of Computer-Aided Chinese Medicated Diet System.,2013,tedu/2013-9
tedu/ShinozakiIN08,Construction and Evaluation of a Robot Dance System.,2008,tedu/2008-1
tedu/PengHZL09,Application of Visualization in Virtual Endoscopy System.,2009,tedu/2009-3
tedu/YeZP16,An Affine Transformation Based Image Shuffling and Watermarking Scheme.,2016,tedu/2016-12
tedu/TarumiYDKITHY09,KEI-Time Traveler: A Virtual Time Machine with Mobile Phones for Learning Local History.,2009,tedu/2009-2
tedu/Schoenau-FogBKF13,Authoring for Engagement in Plot-Based Interactive Dramatic Experiences for Learning.,2013,tedu/2013-10
tedu/ZhangPM10,Anisotropic Cloth Modeling for Material Fabric.,2010,tedu/2010-4
tedu/WendelBHKGS10,Woodment: Web-Based Collaborative Multiplayer Serious Game.,2010,tedu/2010-4
tedu/WangCNZSZW12,Tree Branching Reconstruction from Unilateral Point Clouds.,2012,tedu/2012-8
tedu/DongYWLL12,Area Measurement Method of Paint Bubble Based on Computer Vision.,2012,tedu/2012-7
tedu/TaylorP09,Animation as an Aid for Higher Education Computing Teaching.,2009,tedu/2009-3
tedu/ZengWNML12,Meshless Simulation of Plastic Deformation and Crack.,2012,tedu/2012-8
tedu/LoJSYC08,Developing a Digital Game-Based Situated Learning System for Ocean Ecology.,2008,tedu/2008-1
tedu/SunL10,Towards a Structural Model for Intention to Play a Digital Educational Game.,2010,tedu/2010-4
tedu/HuLS17,The Wearable Tactile Information Expression System Based on Electrotactile Rendering.,2017,tedu/2017-13
tedu/0007YMWP18,A Watermarking Algorithm for 3D Point Cloud Models Using Ring Distribution.,2018,tedu/2018-14
tedu/SzilasAR12,Propositions for Innovative Forms of Digital Interactive Storytelling Based on Narrative Theories and Practices.,2012,tedu/2012-7
tedu/SmithC13,An Analysis of the Potential to Utilize Virtual Worlds to Enhance Edutainment and Improve the Wellbeing of the Ageing Population.,2013,tedu/2013-9
tedu/YangHW11,Physically-Based Tree Animation and Leaf Deformation Using CUDA in Real-Time.,2011,tedu/2011-6
tedu/ChenQ12,Literature Analysis on the Higher Education Informatization of China (2001-2010).,2012,tedu/2012-8
tedu/YangXL15,An Interactive Construction Method of 3D Objects from Chinese Ink Paintings.,2015,tedu/2015-11
tedu/ValentinCGL12,Human Behaviour Modelling for Simulating Evacuation of Buildings on Fire.,2012,tedu/2012-7
tedu/GuoXCZ10,Automatic Motion Generation Based on Path Editing from Motion Capture Data.,2010,tedu/2010-4
tedu/MolletCB09,Virtual and Augmented Reality Tools for Teleoperation: Improving Distant Immersion and Perception.,2009,tedu/2009-2
tedu/BilottaGST09,Edutainment Robotics as Learning Tool.,2009,tedu/2009-3
tedu/ZhangX12,Service Replacement Algorithm Using Complex Network.,2012,tedu/2012-8
tedu/WangLHNSZZ15,A Generation Method of Chinese Meticulous Painting Based on Image.,2015,tedu/2015-11
tedu/LiSL16,Building Targets Change Detection of SAR Images Based on Fuzzy Distances.,2016,tedu/2016-12
tedu/CourgeonCTM11,Front View vs. Side View of Facial and Postural Expressions of Emotions in a Virtual Character.,2011,tedu/2011-6
tedu/Garcia-MateosF09,Make Learning Fun with Programming Contests.,2009,tedu/2009-2
tedu/CaiY10,A Real-Time Interactive System for Facial Makeup of Peking Opera.,2010,tedu/2010-4
tedu/MarchiMFLC10,"An Augmented Reality Nanomanipulator for Learning Nanophysics: The ""NanoLearner"" Platform.",2010,tedu/2010-4
tedu/ChenKCH09,Designing a Trading Card Game as Educational Reward System to Improve Students' Learning Motivations.,2009,tedu/2009-3
tedu/TorrenteLMF09,Coordinating Heterogeneous Game-Based Learning Approaches in Online Learning Environments.,2009,tedu/2009-2
taosd/Malakuti16,Programming with Emergent Gummy Modules.,2016,taosd/2016-1
taosd/KouraiHC09,Application-Level Scheduling Using AOP.,2009,taosd/2009-5
taosd/BergmansHA12,First-Class Compositions - Defining and Composing Object and Aspect Compositions with First-Class Operators.,2012,taosd/2012-9
taosd/LanduytbTJ12,Domain-Driven Discovery of Stable Abstractions for Pointcut Interfaces.,2012,taosd/2012-9
taosd/TeruelWDN14,Propagation of Behavioral Variations with Delegation Proxies.,2015,taosd/2015-12
taosd/LanduytTJ10,Discovery of Stable Abstractions for Aspect-Oriented Composition in the Car Crash Management Domain.,2010,taosd/2010-7
taosd/KellensMT07,A Survey of Automated Code-Level Aspect Mining Techniques.,2007,taosd/2007-4
taosd/KleinFJ07,Weaving Multiple Aspects in Sequence Diagrams.,2007,taosd/2007-3
taosd/TekinerdoganBMTA11,An Aspect-Oriented Tool Framework for Developing Process-Sensitive Embedded User Assistance Systems.,2011,taosd/2011-8
taosd/KaminaAMT16,Context-Oriented Software Development with Generalized Layer Activation Mechanism.,2016,taosd/2016-1
taosd/AraujoB07,"Guest Editors' Introduction: Early Aspects - Analysis, Visualization, Conflicts and Composition.",2007,taosd/2007-3
taosd/AraujoB07a,Guest Editors' Introduction: Early Aspects - Mapping Across the Lifecycle.,2007,taosd/2007-4
taosd/CartonDJC09,Model-Driven Theme/UML.,2009,taosd/2009-6
taosd/BrabrandRTWB13,Intraprocedural Dataflow Analysis for Software Product Lines.,2013,taosd/2013-10
taosd/BoerGJKW14,Run-Time Assertion Checking of Data- and Protocol-Oriented Properties of Java Programs: An Industrial Case Study.,2014,taosd/2014-11
taosd/CazzolaCS07,Guest Editors' Introduction: Aspects and Software Evolution.,2007,taosd/2007-4
taosd/WhiteGS09,Constraint-Based Model Weaving.,2009,taosd/2009-6
taosd/ChitchyanPRF07,COMPASS: Composition-Centric Mapping of Aspectual Requirements to Architecture.,2007,taosd/2007-4
taosd/KienzleGM10,Crisis Management Systems: A Case Study for Aspect-Oriented Modeling.,2010,taosd/2010-7
taosd/AlvesMCVBR07,Extracting and Evolving Code in Product Lines with Aspect-Oriented Programming.,2007,taosd/2007-4
taosd/AxelsenSKM12,Challenges in the Design of the Package Template Mechanism.,2012,taosd/2012-9
taosd/MaozS13,Two-Way Traceability and Conflict Debugging for AspectLTL Programs.,2013,taosd/2013-10
taosd/Laddad11,A Real-World Perspective of AOP.,2011,taosd/2011-8
taosd/MalakutiA14,Event Modules - Modularizing Domain-Specific Crosscutting RV Concerns.,2014,taosd/2014-11
taosd/HeidenreichHJZ09,On Language-Independent Model Modularisation.,2009,taosd/2009-6
taosd/NguyenNKMT13,Modularity and Dynamic Adaptation of Flexibly Secure Systems: Model-Driven Adaptive Delegation in Access Control Management.,2013,taosd/2014-11
taosd/AmalioKMG10,Using VCL as an Aspect-Oriented Approach to Requirements Modelling.,2010,taosd/2010-7
taosd/FilhoAB16,Software Unbundling: Challenges and Perspectives.,2016,taosd/2016-1
taosd/WhittleJEMA09,MATA: A Unified Approach for Composing UML Aspect Models Based on Graph Transformation.,2009,taosd/2009-6
taosd/CiraciHABB10,A Graph-Based Aspect Interference Detection Approach for UML-Based Aspect-Oriented Models.,2010,taosd/2010-7
taosd/NiuYGELM09,Aspects across Software Life Cycle: A Goal-Driven Approach.,2009,taosd/2009-6
taosd/SalvaneschiM13,Towards Reactive Programming for Object-Oriented Applications.,2013,taosd/2014-11
taosd/ChurchillMST14,Reusable Components of Semantic Specifications.,2015,taosd/2015-12
taosd/LanduytbTV11,Building a Digital Publishing Platform Using AOSD - Experiences and Lessons Learned.,2011,taosd/2011-8
taosd/HolzerZJE12,Abstracting Context in Event-Based Software.,2012,taosd/2012-9
taosd/LiuGC07,Safe and Sound Evolution with SONAR.,2007,taosd/2007-4
taosd/GroherV09,Aspect-Oriented Model-Driven Software Product Line Engineering.,2009,taosd/2009-6
taosd/RoychoudhuryGJ11,A Model-Driven Framework for Aspect Weaver Construction.,2011,taosd/2011-8
taosd/KienzleDG09,AspectOptima: A Case Study on Aspect Dependencies and Interactions.,2009,taosd/2009-5
taosd/KaminaAM16,Generalized Layer Activation Mechanism for Context-Oriented Programming.,2016,taosd/2016-1
taosd/MussbacherAW07,Visualizing Early Aspects with Use Case Maps.,2007,taosd/2007-3
taosd/BritoVMR07,Handling Conflicts in Aspectual Requirements Compositions.,2007,taosd/2007-3
taosd/TigliLRFHAVR12,Aspect of Assembly: From Theory to Performance.,2012,taosd/2012-9
taosd/BergCH07,Analysis of Crosscutting in Early Software Development Phases Based on Traceability.,2007,taosd/2007-3
taosd/ChitchyanFKR09,Editorial for Special Section on Dependencies and Interactions with Aspects.,2009,taosd/2009-5
taosd/MolderezJ15,Modular Reasoning in Aspect-Oriented Languages from a Substitution Perspective.,2015,taosd/2015-12
taosd/MitschkeEMGB13,Modular Specification and Checking of Structural Dependencies.,2013,taosd/2014-11
taosd/NinoMCC09,An Exploratory Study for Identifying and Implementing Concerns in Integer Programming.,2009,taosd/2009-5
taosd/HeidenreichSSZAAFKMR10,Relating Feature Models to Other Models of a Software Product Line - A Comparative Study of FeatureMapper and VML*.,2010,taosd/2010-7
taosd/DubslaffBK14,Probabilistic Model Checking for Feature-Oriented Systems.,2015,taosd/2015-12
taosd/MehnerMT09,Analysis of Aspect-Oriented Model Weaving.,2009,taosd/2009-5
taosd/MosserBF10,Workflow Design Using Fragment Composition - Crisis Management System Design through ADORE.,2010,taosd/2010-7
taosd/SilvaVM14,Co-change Clusters: Extraction and Application on Assessing Software Modularity.,2015,taosd/2015-12
taosd/FigueroaTT13,Effective Aspects: A Typed Monadic Embedding of Pointcuts and Advice.,2013,taosd/2014-11
taosd/FuentesS09,Dynamic Weaving of Aspect-Oriented Executable UML Models.,2009,taosd/2009-6
taosd/LohmannSHS12,The Aspect-Aware Design and Implementation of the CiAO Operating-System Family.,2012,taosd/2012-9
taosd/0001RC13,Language Features for Software Evolution and Aspect-Oriented Interfaces: An Exploratory Study.,2013,taosd/2013-10
taosd/ZhuangC13,"Method Slots: Supporting Methods, Events, and Advices by a Single Language Construct.",2013,taosd/2014-11
taosd/Bagherzadeh0FSR16,Modular Reasoning in the Presence of Event Subtyping.,2016,taosd/2016-1
taosd/YinBA13,"A Fine-Grained, Customizable Debugger for Aspect-Oriented Programming.",2013,taosd/2013-10
taosd/McNeileR10,Aspect-Oriented Development Using Protocol Modeling.,2010,taosd/2010-7
taosd/Kniesel09,Detection and Resolution of Weaving Interactions.,2009,taosd/2009-5
taosd/AnsaloniBMV12,Dynamic Aspect-Oriented Programming in Java: The HotWave Experience.,2012,taosd/2012-9
taosd/JagadeesanPR09,Open Bisimulation for Aspects.,2009,taosd/2009-5
taosd/SampaioRCR07,EA-Miner: Towards Automation in Aspect-Oriented Requirements Engineering.,2007,taosd/2007-3
taosd/DisenfeldK16,Developing and Verifying Response Specifications in Hierarchical Event-Based Systems.,2016,taosd/2016-1
taosd/MostowskiU16,Dynamic Dispatch for Method Contracts Through Abstract Predicates.,2016,taosd/2016-1
taosd/NiuE07,Analysis of Early Aspects in Requirements Goal Models: A Concept-Driven Approach.,2007,taosd/2007-3
taosd/MussbacherAAM10,Requirements Modeling with the Aspect-oriented User Requirements Notation (AoURN): A Case Study.,2010,taosd/2010-7
taosd/SanchezFJC07,Aspects at the Right Time.,2007,taosd/2007-4
taosd/KienzleAFJK10,Aspect-Oriented Design with Reusable Aspect Models.,2010,taosd/2010-7
taosd/HolzlKZ10,Modeling the Car Crash Crisis Management System Using HiLA.,2010,taosd/2010-7
taosd/BynensTJ11,A System of Patterns for Reusable Aspect Libraries.,2011,taosd/2011-8
taosd/beeckDLJ13,Modularity and Variability of Distributed Software Architectures through Multi-view Refinement of AO-Connectors.,2013,taosd/2013-10
taosd/HohensteinJ11,Tackling the Challenges of Integrating 3,2011,taosd/2011-8
taosd/UrbanLS11,Puma: An Aspect-Oriented Code Analysis and Manipulation Framework for C and C++.,2011,taosd/2011-8
tcci/CegielkaDLM18,Remarks on Unrounded Degressively Proportional Allocation.,2018,tcci/2018-31
tcci/SchiendorferASR15,Abstraction of Heterogeneous Supplier Models in Hierarchical Resource Allocation.,2015,tcci/2015-20
